run_id,model_source,model_deployment,model_name,model_label,case_id,cnc_mcp_tool_name,cnc_tool_layer,session_id,status,functional_success,expected_tool_called,tool_output_status_ok,tool_output_error_detected,tool_input_events,tool_output_events,event_count,duration_ms_client,answer_chars,tool_output_chars,estimated_answer_tokens,estimated_tool_output_tokens,error,answer_preview,tool_input_preview,tool_output_preview
20260525_165836,A,Cloud,kimi-k2.6,kimi-k2.6 (Cloud),tool_run_state_analysis,tool_run_state_analysis,state,5ade1ccc-e15f-42c8-a070-fd0c84452ed9,success,True,True,True,False,1,1,251,20261,0,17952,0,4488,,,"Tool: tool_run_state_analysis
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""GMM state analysis finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state"",\n  ""key_files"": {\n    ""state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_labeled.csv"",\n    ""processed_state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/state_labeled.csv"",\n    ""state_report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_report.txt"",\n    ""state_timeline"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis"
20260525_165836,A,Cloud,kimi-k2.6,kimi-k2.6 (Cloud),tool_train_forecast,tool_train_forecast,training,525ea772-8819-4ce4-95f4-66ad7987cd87,success,True,True,True,False,1,1,305,24060,0,3360,0,840,,,"Tool: tool_train_forecast
Input: {""target"":""dy"",""models"":""BaselineLastWeek"",""months_back"":1}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""forecast training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/forecast_metrics.json"",\n    ""training_data_profile"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_data_profile.json"",\n    ""training_input_y"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_input_y.png"",\n    ""training_input_dy"": ""/Users/cody2"
20260525_165836,A,Cloud,kimi-k2.6,kimi-k2.6 (Cloud),tool_forecast_future,tool_forecast_future,forecast,f0d2ebee-33e6-4b3b-9ce7-441e0bb3398e,success,True,True,True,False,1,1,149,11353,0,1170,0,292,,,"Tool: tool_forecast_future
Input: {""days"":""7"",""model_names"":""Prophet""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""future forecast finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast_report.json"",\n    ""future_forecast"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast.png"",\n    ""run_summary"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/forecast_future_dy_run_summary.json"",\n    ""application_dir"": ""/Users/cody20179/Des"
20260525_165836,A,Cloud,kimi-k2.6,kimi-k2.6 (Cloud),tool_train_anomaly_detection,tool_train_anomaly_detection,training,f42556e3-46ef-4fa8-9f2e-20e412ae95c4,success,True,True,True,False,1,1,231,17700,0,7876,0,1969,,,"Tool: tool_train_anomaly_detection
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly detection training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""features"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/detection_features.csv"",\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/anomaly_metrics.json"",\n    ""metrics_table"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/tables/model_metrics.csv"",\n    ""synthetic_validation_predictions"": ""/Users/cody20179/Desktop/Code/Git_My_Project/C"
20260525_165836,A,Cloud,kimi-k2.6,kimi-k2.6 (Cloud),tool_check_anomaly,tool_check_anomaly,anomaly,4eb2e9ac-d2d5-43fc-bd7e-72c54110097d,success,True,True,True,False,1,1,197,16896,0,2219,0,555,,,"Tool: tool_check_anomaly
Input: {""end"":""2026-05-02 00:00:00"",""min_models"":2,""start"":""2026-05-01 00:00:00""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly check finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""detail_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/last_anomaly_check.csv"",\n    ""timeline_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_timeline.png"",\n    ""score_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_scores.png"",\n    ""vote_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cod"
20260525_165836,A,Cloud,kimi-k2.6,kimi-k2.6 (Cloud),tool_run_all,tool_run_all,workflow,a179481c-9760-4e88-83bc-3a188c7ff02d,success,True,True,True,False,1,1,221,108735,0,36494,0,9124,,,"Tool: tool_run_all
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""full pipeline finished"",\n  ""output_folder"": ""."",\n  ""key_files"": {},\n  ""metrics"": {\n    ""data_status"": {\n      ""status"": ""ok"",\n      ""summary"": ""data status loaded"",\n      ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n      ""key_files"": {},\n      ""metrics"": {\n        ""sensors"": [\n          {\n            ""sensor"": ""Current_A"",\n            ""exists"": true,\n            ""rows"": 59675,\n            ""start"": ""2025-09-15 15:21:00"",\n            ""end"": ""2026-05-25 17:03:28""\n          },\n          {\n            ""sensor"": ""Current_B"",\n            ""exists"": true,\n     "
20260525_165836,A,Cloud,deepseek-v4-flash,deepseek-v4-flash (Cloud),tool_data_status,tool_data_status,data,4d18c9d9-6ab5-4f8e-9c8d-f1c604311a7a,success,True,True,True,False,1,1,298,13148,0,2632,0,658,,,"Tool: tool_data_status
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data status loaded"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""sensors"": [\n      {\n        ""sensor"": ""Current_A"",\n        ""exists"": true,\n        ""rows"": 59675,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-25 17:03:28""\n      },\n      {\n        ""sensor"": ""Current_B"",\n        ""exists"": true,\n        ""rows"": 59259,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-24 06:23:27""\n      },\n      {\n        ""sensor"": ""Current_C"",\n        ""exists"": true,\n        ""rows"": 59260,\n        "
20260525_165836,A,Cloud,deepseek-v4-flash,deepseek-v4-flash (Cloud),tool_update_data,tool_update_data,data,8345dc16-564f-47ba-99cd-dfb17440dadb,success,True,True,True,False,1,1,204,14178,0,329,0,82,,,"Tool: tool_update_data
Input: {""sensors"":""Current_A""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data update finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""Current_A"": {\n      ""added"": 0,\n      ""error"": ""\'key\'""\n    }\n  },\n  ""artifacts"": []\n}'}]"
20260525_165836,A,Cloud,deepseek-v4-flash,deepseek-v4-flash (Cloud),tool_run_state_analysis,tool_run_state_analysis,state,02ff6413-c33c-4244-9b1e-dc9d40232f15,success,True,True,True,False,1,1,350,23071,0,17952,0,4488,,,"Tool: tool_run_state_analysis
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""GMM state analysis finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state"",\n  ""key_files"": {\n    ""state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_labeled.csv"",\n    ""processed_state_labeled_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/state_labeled.csv"",\n    ""state_report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/state/state_report.txt"",\n    ""state_timeline"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis"
20260525_165836,A,Cloud,deepseek-v4-flash,deepseek-v4-flash (Cloud),tool_train_forecast,tool_train_forecast,training,f56e8de3-5554-4c74-ba89-60125af42bae,success,True,True,True,False,1,1,248,20662,0,3360,0,840,,,"Tool: tool_train_forecast
Input: {""target"":""dy"",""models"":""BaselineLastWeek"",""months_back"":1}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""forecast training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/forecast_metrics.json"",\n    ""training_data_profile"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_data_profile.json"",\n    ""training_input_y"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/training/dy/training_input_y.png"",\n    ""training_input_dy"": ""/Users/cody2"
20260525_165836,A,Cloud,deepseek-v4-flash,deepseek-v4-flash (Cloud),tool_forecast_future,tool_forecast_future,forecast,9b72acfc-7245-448d-a0ab-44c8fdaaf375,success,True,True,True,False,1,1,245,18828,0,1170,0,292,,,"Tool: tool_forecast_future
Input: {""days"":""7"",""model_names"":""Prophet""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""future forecast finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast"",\n  ""key_files"": {\n    ""report"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast_report.json"",\n    ""future_forecast"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/application/dy/future_forecast.png"",\n    ""run_summary"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/forecast/forecast_future_dy_run_summary.json"",\n    ""application_dir"": ""/Users/cody20179/Des"
20260525_165836,A,Cloud,deepseek-v4-flash,deepseek-v4-flash (Cloud),tool_train_anomaly_detection,tool_train_anomaly_detection,training,d74bca93-5510-4c57-8c9b-de8ce1480cdf,success,True,True,True,False,1,1,438,25068,0,7877,0,1969,,,"Tool: tool_train_anomaly_detection
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly detection training finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""features"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/processed/detection_features.csv"",\n    ""metrics"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/anomaly_metrics.json"",\n    ""metrics_table"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/tables/model_metrics.csv"",\n    ""synthetic_validation_predictions"": ""/Users/cody20179/Desktop/Code/Git_My_Project/C"
20260525_165836,A,Cloud,deepseek-v4-flash,deepseek-v4-flash (Cloud),tool_check_anomaly,tool_check_anomaly,anomaly,406afb52-97e9-4cd3-9553-08accc7154cb,success,True,True,True,False,1,1,317,19660,0,2219,0,555,,,"Tool: tool_check_anomaly
Input: {""start"":""2026-05-01 00:00:00"",""end"":""2026-05-02 00:00:00"",""min_models"":2}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""anomaly check finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly"",\n  ""key_files"": {\n    ""detail_csv"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/last_anomaly_check.csv"",\n    ""timeline_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_timeline.png"",\n    ""score_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/outputs/anomaly/plots/last_anomaly_check_scores.png"",\n    ""vote_plot"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cod"
20260525_165836,A,Cloud,deepseek-v4-flash,deepseek-v4-flash (Cloud),tool_run_all,tool_run_all,workflow,a58f0862-b911-4ff9-ba96-5176cd349048,success,True,True,True,False,1,1,266,109896,0,36493,0,9123,,,"Tool: tool_run_all
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""full pipeline finished"",\n  ""output_folder"": ""."",\n  ""key_files"": {},\n  ""metrics"": {\n    ""data_status"": {\n      ""status"": ""ok"",\n      ""summary"": ""data status loaded"",\n      ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n      ""key_files"": {},\n      ""metrics"": {\n        ""sensors"": [\n          {\n            ""sensor"": ""Current_A"",\n            ""exists"": true,\n            ""rows"": 59675,\n            ""start"": ""2025-09-15 15:21:00"",\n            ""end"": ""2026-05-25 17:03:28""\n          },\n          {\n            ""sensor"": ""Current_B"",\n            ""exists"": true,\n     "
20260525_165836,B,Local,qwen3.5:9b,qwen3.5:9b (Local),tool_data_status,tool_data_status,data,8ba87b5b-870a-4bcb-8d7d-adc8c397071d,success,True,True,True,False,1,1,235,21603,0,2632,0,658,,,"Tool: tool_data_status
Input: {}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data status loaded"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""sensors"": [\n      {\n        ""sensor"": ""Current_A"",\n        ""exists"": true,\n        ""rows"": 59675,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-25 17:03:28""\n      },\n      {\n        ""sensor"": ""Current_B"",\n        ""exists"": true,\n        ""rows"": 59259,\n        ""start"": ""2025-09-15 15:21:00"",\n        ""end"": ""2026-05-24 06:23:27""\n      },\n      {\n        ""sensor"": ""Current_C"",\n        ""exists"": true,\n        ""rows"": 59260,\n        "
20260525_165836,B,Local,qwen3.5:9b,qwen3.5:9b (Local),tool_update_data,tool_update_data,data,612abe32-a92f-4247-b32a-7dbf66dc04cf,success,True,True,True,False,1,1,158,10705,0,342,0,86,,,"Tool: tool_update_data
Input: {""sensors"":""Current_A""}","[{'type': 'input_text', 'text': '{\n  ""status"": ""ok"",\n  ""summary"": ""data update finished"",\n  ""output_folder"": ""/Users/cody20179/Desktop/Code/Git_My_Project/Cody-s_Agent_Analysis/data/raw"",\n  ""key_files"": {},\n  ""metrics"": {\n    ""Current_A"": {\n      ""added"": 1,\n      ""latest"": ""2026-05-25 17:08:28""\n    }\n  },\n  ""artifacts"": []\n}'}]"
